OrderID,CustomerID,CustomerName,ContactName,Address,City,PostalCode,Country
10394,36,"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA
10415,36,"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA
10298,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland
10309,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland
10335,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland
10373,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland
10380,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland
10429,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland
10315,38,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK
10318,38,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK
10321,38,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK
10323,39,"Königlich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany
10325,39,"Königlich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany
10350,41,"La maison d'Asie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France
10358,41,"La maison d'Asie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France
10371,41,"La maison d'Asie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France
10413,41,"La maison d'Asie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France
10425,41,"La maison d'Asie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France
10279,44,"Lehmanns Marktstand","Renate Messner","Magazinweg 7","Frankfurt a.M.",60528,Germany
10284,44,"Lehmanns Marktstand","Renate Messner","Magazinweg 7","Frankfurt a.M.",60528,Germany
10343,44,"Lehmanns Marktstand","Renate Messner","Magazinweg 7","Frankfurt a.M.",60528,Germany
10283,46,LILA-Supermercado,"Carlos González","Carrera 52 con Ave. Bolívar #65-98 Llano Largo",Barquisimeto,3508,Venezuela
10296,46,LILA-Supermercado,"Carlos González","Carrera 52 con Ave. Bolívar #65-98 Llano Largo",Barquisimeto,3508,Venezuela
10330,46,LILA-Supermercado,"Carlos González","Carrera 52 con Ave. Bolívar #65-98 Llano Largo",Barquisimeto,3508,Venezuela
10357,46,LILA-Supermercado,"Carlos González","Carrera 52 con Ave. Bolívar #65-98 Llano Largo",Barquisimeto,3508,Venezuela
10381,46,LILA-Supermercado,"Carlos González","Carrera 52 con Ave. Bolívar #65-98 Llano Largo",Barquisimeto,3508,Venezuela
10405,47,LINO-Delicateses,"Felipe Izquierdo","Ave. 5 de Mayo Porlamar","I. de Margarita",4980,Venezuela
10307,48,"Lonesome Pine Restaurant","Fran Wilson","89 Chiaroscuro Rd.",Portland,97219,USA
10317,48,"Lonesome Pine Restaurant","Fran Wilson","89 Chiaroscuro Rd.",Portland,97219,USA
10275,49,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22",Bergamo,24100,Italy
10300,49,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22",Bergamo,24100,Italy
10404,49,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22",Bergamo,24100,Italy
10332,51,"Mère Paillarde","Jean Fresnière","43 rue St. Laurent",Montréal,"H1J 1C3",Canada
10339,51,"Mère Paillarde","Jean Fresnière","43 rue St. Laurent",Montréal,"H1J 1C3",Canada
10376,51,"Mère Paillarde","Jean Fresnière","43 rue St. Laurent",Montréal,"H1J 1C3",Canada
10424,51,"Mère Paillarde","Jean Fresnière","43 rue St. Laurent",Montréal,"H1J 1C3",Canada
10439,51,"Mère Paillarde","Jean Fresnière","43 rue St. Laurent",Montréal,"H1J 1C3",Canada
10277,52,"Morgenstern Gesundkost","Alexander Feuer","Heerstr. 22",Leipzig,04179,Germany
10409,54,"Océano Atlántico Ltda.","Yvonne Moncada","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires",1010,Argentina
10260,55,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA
10305,55,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA
10338,55,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA
10441,55,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA
10407,56,"Ottilies Käseladen","Henriette Pfalzheim","Mehrheimerstr. 369",Köln,50739,Germany
10322,58,"Pericles Comidas clásicas","Guillermo Fernández","Calle Dr. Jorge Cash 321","México D.F.",05033,Mexico
10354,58,"Pericles Comidas clásicas","Guillermo Fernández","Calle Dr. Jorge Cash 321","México D.F.",05033,Mexico
10353,59,"Piccolo und mehr","Georg Pipps","Geislweg 14",Salzburg,5020,Austria
10392,59,"Piccolo und mehr","Georg Pipps","Geislweg 14",Salzburg,5020,Austria
10427,59,"Piccolo und mehr","Georg Pipps","Geislweg 14",Salzburg,5020,Austria
10336,60,"Princesa Isabel Vinhoss","Isabel de Castro","Estrada da saúde n. 58",Lisboa,1756,Portugal
10397,60,"Princesa Isabel Vinhoss","Isabel de Castro","Estrada da saúde n. 58",Lisboa,1756,Portugal
10433,60,"Princesa Isabel Vinhoss","Isabel de Castro","Estrada da saúde n. 58",Lisboa,1756,Portugal
10261,61,"Que Delícia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil
10291,61,"Que Delícia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil
10379,61,"Que Delícia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil
10421,61,"Que Delícia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil
10372,62,"Queen Cozinha","Lúcia Carvalho","Alameda dos Canàrios, 891","São Paulo",05487-020,Brazil
10406,62,"Queen Cozinha","Lúcia Carvalho","Alameda dos Canàrios, 891","São Paulo",05487-020,Brazil
10273,63,QUICK-Stop,"Horst Kloss","Taucherstraße 10",Cunewalde,01307,Germany
10285,63,QUICK-Stop,"Horst Kloss","Taucherstraße 10",Cunewalde,01307,Germany
10286,63,QUICK-Stop,"Horst Kloss","Taucherstraße 10",Cunewalde,01307,Germany
10313,63,QUICK-Stop,"Horst Kloss","Taucherstraße 10",Cunewalde,01307,Germany
10345,63,QUICK-Stop,"Horst Kloss","Taucherstraße 10",Cunewalde,01307,Germany
10361,63,QUICK-Stop,"Horst Kloss","Taucherstraße 10",Cunewalde,01307,Germany
10418,63,QUICK-Stop,"Horst Kloss","Taucherstraße 10",Cunewalde,01307,Germany
10262,65,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA
10272,65,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA
10294,65,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA
10314,65,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA
10316,65,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA
10346,65,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA
10401,65,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA
10288,66,"Reggiani Caseifici","Maurizio Moroni","Strada Provinciale 124","Reggio Emilia",42100,Italy
10428,66,"Reggiani Caseifici","Maurizio Moroni","Strada Provinciale 124","Reggio Emilia",42100,Italy
10443,66,"Reggiani Caseifici","Maurizio Moroni","Strada Provinciale 124","Reggio Emilia",42100,Italy
10287,67,"Ricardo Adocicados","Janete Limeira","Av. Copacabana, 267","Rio de Janeiro",02389-890,Brazil
10299,67,"Ricardo Adocicados","Janete Limeira","Av. Copacabana, 267","Rio de Janeiro",02389-890,Brazil
10255,68,"Richter Supermarkt","Michael Holz","Grenzacherweg 237",Genève,1203,Switzerland
10419,68,"Richter Supermarkt","Michael Holz","Grenzacherweg 237",Genève,1203,Switzerland
10281,69,"Romero y tomillo","Alejandra Camino","Gran Vía, 1",Madrid,28001,Spain
10282,69,"Romero y tomillo","Alejandra Camino","Gran Vía, 1",Madrid,28001,Spain
10306,69,"Romero y tomillo","Alejandra Camino","Gran Vía, 1",Madrid,28001,Spain
10387,70,"Santé Gourmet","Jonas Bergulfsen","Erling Skakkes gate 78",Stavern,4110,Norway
10324,71,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.",Boise,83720,USA
10393,71,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.",Boise,83720,USA
10398,71,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.",Boise,83720,USA
10440,71,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.",Boise,83720,USA
10359,72,"Seven Seas Imports","Hari Kumar","90 Wadhurst Rd.",London,"OX15 4NB",UK
10377,72,"Seven Seas Imports","Hari Kumar","90 Wadhurst Rd.",London,"OX15 4NB",UK
10388,72,"Seven Seas Imports","Hari Kumar","90 Wadhurst Rd.",London,"OX15 4NB",UK
10341,73,"Simons bistro","Jytte Petersen","Vinbæltet 34",København,1734,Denmark
10417,73,"Simons bistro","Jytte Petersen","Vinbæltet 34",København,1734,Denmark
10271,75,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555",Lander,82520,USA
10329,75,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555",Lander,82520,USA
10349,75,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555",Lander,82520,USA
10369,75,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555",Lander,82520,USA
10385,75,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555",Lander,82520,USA
10432,75,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555",Lander,82520,USA
10252,76,"Suprêmes délices","Pascale Cartrain","Boulevard Tirou, 255",Charleroi,B-6000,Belgium
10302,76,"Suprêmes délices","Pascale Cartrain","Boulevard Tirou, 255",Charleroi,B-6000,Belgium
10310,77,"The Big Cheese","Liz Nixon","89 Jefferson Way Suite 2",Portland,97201,USA
10438,79,"Toms Spezialitäten","Karin Josephs","Luisenstr. 48",Münster,44087,Germany
10276,80,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","México D.F.",05033,Mexico
10293,80,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","México D.F.",05033,Mexico
10304,80,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","México D.F.",05033,Mexico
10319,80,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","México D.F.",05033,Mexico
10249,81,"Tradição Hipermercados","Anabela Domingues","Av. Inês de Castro, 414","São Paulo",05634-030,Brazil
10292,81,"Tradição Hipermercados","Anabela Domingues","Av. Inês de Castro, 414","São Paulo",05634-030,Brazil
10367,83,Vaffeljernet,"Palle Ibsen","Smagsløget 45",Århus,8200,Denmark
10399,83,Vaffeljernet,"Palle Ibsen","Smagsløget 45",Århus,8200,Denmark
10251,84,"Victuailles en stock","Mary Saveley","2, rue du Commerce",Lyon,69004,France
10334,84,"Victuailles en stock","Mary Saveley","2, rue du Commerce",Lyon,69004,France
10274,85,"Vins et alcools Chevalier","Paul Henriot","59 rue de l'Abbaye",Reims,51100,France
10295,85,"Vins et alcools Chevalier","Paul Henriot","59 rue de l'Abbaye",Reims,51100,France
10301,86,"Die Wandernde Kuh","Rita Müller","Adenauerallee 900",Stuttgart,70563,Germany
10312,86,"Die Wandernde Kuh","Rita Müller","Adenauerallee 900",Stuttgart,70563,Germany
10348,86,"Die Wandernde Kuh","Rita Müller","Adenauerallee 900",Stuttgart,70563,Germany
10356,86,"Die Wandernde Kuh","Rita Müller","Adenauerallee 900",Stuttgart,70563,Germany
10266,87,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland
10270,87,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland
10320,87,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland
10333,87,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland
10412,87,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland
10416,87,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland
10437,87,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland
10256,88,"Wellington Importadora","Paula Parente","Rua do Mercado, 12",Resende,08737-363,Brazil
10420,88,"Wellington Importadora","Paula Parente","Rua do Mercado, 12",Resende,08737-363,Brazil
10269,89,"White Clover Markets","Karl Jablonski","305 - 14th Ave. S. Suite 3B",Seattle,98128,USA
10344,89,"White Clover Markets","Karl Jablonski","305 - 14th Ave. S. Suite 3B",Seattle,98128,USA
10248,90,"Wilman Kala","Matti Karttunen","Keskuskatu 45",Helsinki,21240,Finland
10374,91,Wolski,Zbyszek,"ul. Filtrowa 68",Walla,01-012,Poland
